preparation_time,first_image,second_image,id,day,block,trial,first_press,correct,time_first_press,real_prep_time,max_force,diff_last_beep,second_image_prep
0.25487698812613,2,2,001,1,1,65,2,1,1.84000555851708,1.84000555851708,3.25349573018343,-0.00348042726727726,0.282824010735567
0.206501670762093,2,7,001,1,1,66,2,0,1.76877916929516,-0.00170795191661455,3.57643811353452,-0.0927559017036401,0.229512878788228
0.224507750301728,2,7,001,1,1,67,2,0,1.94853750617949,0.200101931812242,2.81024149157929,0.0386054172631702,0.251564425632751
0.370220788827961,7,7,001,1,1,68,7,1,1.86653502754052,1.86653502754052,3.38239832171554,-0.0233642712646542,0.400504161776553
0.412215311578666,7,2,001,1,1,69,7,0,1.79795066550287,0.23173678943931,1.88513989869063,-0.107131151749854,0.433786123936443
0.399098002980268,7,4,001,1,1,70,4,1,1.97063893942504,0.391779594361651,5.53631298988228,0.185360914842022,0.421140654936607
0.311076843262756,2,7,001,1,1,71,2,0,1.71687187679163,0.0502531021229515,3.4181330226542,-0.178107619512957,0.333381225331323
0.546015654044357,9,2,001,1,1,72,2,1,2.00297270993724,0.570292805810823,3.1901736951727,0.133069243232967,0.567320095873583
0.402910826736029,7,7,001,1,1,73,7,1,1.65399984673786,1.65399984673786,4.90913052659118,-0.226991402252679,0.435521686291395
0.333049410418243,9,9,001,1,1,74,9,1,1.67164888428852,1.67164888428852,3.90863340410151,-0.148248873776538,0.350278403841003
0.392831876691264,9,9,001,1,1,75,9,1,1.95851929737728,1.95851929737728,5.04300488186178,0.0834107937153021,0.41693121701428
0.460867050817276,9,9,001,1,1,76,9,1,1.76998588091737,1.76998588091737,4.3711926336564,-0.0801984745667141,0.484582012588362
0.434231512708615,2,2,001,1,1,77,2,1,1.85616959558683,1.85616959558683,3.39913641187811,-0.0088525673654658,0.467578505647907
0.292721845181983,7,7,001,1,1,78,7,1,1.79258280630893,1.79258280630893,4.07208041351866,-0.0978715540059056,0.317396300861219
0.223217192049955,9,9,001,1,1,79,9,1,1.90103215013187,1.90103215013187,4.42625920986877,0.0806204169603006,0.218992784179136
0.329529469269937,7,7,001,1,1,80,7,1,1.93232901282863,1.93232901282863,3.33524057328586,0.0823599659033789,0.35243154627824
0.420401127457548,9,9,001,1,1,81,9,1,1.97636669180611,1.97636669180611,2.92294177582624,0.0817222077166662,0.450763895007185
0.273560903470194,4,4,001,1,1,82,4,1,1.88090089685102,1.88090089685102,5.13454931197563,0.00573629444443213,0.301034825843089
0.463464443808585,9,7,001,1,1,83,7,1,2.06404147240028,0.548179830844674,2.78703176127412,0.183918746521158,0.484138358444397
0.22328776847394,4,4,001,1,1,84,4,1,1.85579976898953,1.85579976898953,4.12344410803512,-0.0240904433994729,0.253889362986229
0.291110284502489,9,9,001,1,1,85,7,0,1.7515232152,1.7515232152,4.85018333362721,-0.108634848933434,0.316912293566929
0.481664097310171,9,4,001,1,1,86,4,1,2.0683187443683,0.568001533631104,5.51622480570687,0.203701519525566,0.499682789262806
0.267701998918165,2,9,001,1,1,87,2,0,1.7577253385989,0.060496855112433,3.71574659510432,-0.112374078646099,0.302771516513531
0.423811308307979,9,9,001,1,1,88,9,1,1.71363503659086,1.71363503659086,3.78748694235525,-0.156630879353543,0.449593327568437
0.383634608193307,2,2,001,1,1,89,2,1,1.68940413653399,1.68940413653399,3.98803135885013,-0.190774865865023,0.400026927396539
0.523682789639773,7,9,001,1,1,90,9,1,1.90678172374101,0.457212542336492,3.94167334844003,0.0615855164123786,0.550430818595487
0.292153869670489,4,4,001,1,1,91,4,1,2.13292109514259,2.13292109514259,3.07885867752083,0.263085401249555,0.317179750250943
0.223086381739408,2,2,001,1,1,92,2,1,1.74999427794864,1.74999427794864,3.06352962607587,-0.120103559049312,0.254917708260109
0.457273087151034,4,4,001,1,1,93,4,1,1.99695493848776,1.99695493848776,3.49401441604337,0.126876064443422,0.482590845396771
0.470262310340136,4,4,001,1,1,94,4,1,1.90804030497384,1.90804030497384,3.37348532937533,0.0129185865025647,0.500573653105675
0.517735548376233,2,4,001,1,1,95,4,1,2.02085798131338,0.575085003425556,4.93366747744245,0.186071630610968,0.554227022112173
0.526190224218893,9,4,001,1,1,96,9,0,1.68187881012273,0.232094320161195,1.9317435770528,-0.218013377572788,0.55021551003847
0.204883050541459,4,4,001,1,1,97,4,1,1.83684418297707,1.83684418297707,3.41366169148065,-0.033041110897102,0.233356375956646
0.282026730142497,7,9,001,1,1,98,7,0,1.65263916184267,-0.0462825555423478,5.35123448302023,-0.182646546687465,0.301078282614981
0.41587242495058,4,9,001,1,1,99,9,1,2.01550519132797,0.454081888758083,4.20599290663512,0.175264342040464,0.438576697430108
0.532155712240666,2,9,001,1,1,100,2,0,1.73131207454389,0.281674942549216,3.50045166967135,-0.153571026736245,0.550362868005323
0.532561641736478,7,7,001,1,1,101,9,0,1.81365664053192,1.81365664053192,3.50664742240209,-0.0567015420419921,0.549658078158245
0.394828615868305,9,2,001,1,1,102,2,1,2.18232160542539,0.602243890472892,3.93104152410531,0.277157832650119,0.419922285047505
0.520462222418196,2,4,001,1,1,103,2,0,1.63181107681703,0.181883574567109,3.13318386392657,-0.268320518192922,0.550072497750079
0.424548173131218,9,7,001,1,1,104,9,0,1.69357766772373,0.143770303697238,4.4042325793515,-0.17642179894392,0.450192635973508
0.336502699949436,2,2,001,1,1,105,2,1,1.87906613806808,1.87906613806808,3.87405168961064,0.00412830100685824,0.367914009297238
0.370096733483918,7,2,001,1,1,106,2,1,2.14608785973905,0.547150695447272,3.46245844790635,0.275899553640556,0.401062835708217
0.411508669021991,4,4,001,1,1,107,7,0,2.01233976443109,2.01233976443109,2.40976979752586,0.167434500195668,0.434743414993136
0.392341772527997,2,2,001,1,1,108,2,1,1.67995972981407,1.67995972981407,2.50629573668637,-0.18986411222977,0.422020457057442
0.55,2,2,001,1,2,1,2,1,1.66224724495987,1.66224724495987,3.9373737279535,-0.177388765059732,0.561600846358488
0.55,4,4,001,1,2,2,4,1,1.64862967404406,1.64862967404406,4.89349111088924,-0.196206237131264,0.56801941172489
0.55,7,7,001,1,2,3,7,1,1.71740264004075,1.71740264004075,3.65355537875481,-0.104192573156979,0.568032289171242
0.55,9,9,001,1,2,4,9,1,1.70003998615903,1.70003998615903,2.67514221799758,-0.100010660735279,0.566871203211122
0.479504978934678,7,4,001,1,2,5,7,0,1.73648718953882,0.237199011478879,2.93439971905307,-0.123605116597901,0.500711821940058
0.390170830704366,2,7,001,1,2,6,2,0,1.72304169007839,0.14029730951188,2.37331947115015,-0.137060275312251,0.41725561943349
0.277293270271512,4,4,001,1,2,7,4,1,1.44021727003746,1.44021727003746,4.21049289749558,-0.414783776874174,0.300255209775059
0.52146052630636,9,9,001,1,2,8,9,1,1.78181210792718,1.78181210792718,2.75223541318483,-0.0782213340353337,0.550325629501458
0.407229602183232,9,7,001,1,2,9,7,1,2.14354697538874,0.577253984294657,4.04850153793517,0.263378244591877,0.433707008905913
0.321183268309301,9,9,001,1,2,10,9,1,1.64264281023679,1.64264281023679,3.12668808299765,-0.222385278641013,0.352620385710907
0.292322485248007,4,4,001,1,2,11,NaN,0,NaN,NaN,NaN,NaN,0.316935499480678
0.519870417007796,4,4,001,1,2,12,4,1,1.8275628359479,1.8275628359479,4.00961107649643,-0.0371634258899576,0.550974085124835
0.346907411457387,9,9,001,1,2,13,NaN,0,NaN,NaN,NaN,NaN,0.367479441567411
0.389067030483496,9,9,001,1,2,14,9,1,1.74857383801827,1.74857383801827,2.74122209955449,-0.106548097737686,0.41650697775367
0.412954755231767,9,9,001,1,2,15,9,1,1.66038153663976,1.66038153663976,3.7159003973896,-0.194742374422276,0.432974959812782
0.489187439951955,9,9,001,1,2,16,9,1,1.67678330793751,1.67678330793751,4.11788638654784,-0.178231171068546,0.516135025723997
0.418247114596746,7,4,001,1,2,17,7,0,1.73864708399378,0.188505000098303,3.40597719599932,-0.136349004897056,0.44985791610452
0.261849256554549,2,2,001,1,2,18,2,1,1.69091070186187,1.69091070186187,2.45563811156023,-0.168928152521403,0.283452846042564
0.406940073428741,7,4,001,1,2,19,7,0,1.64617868595633,0.0803348798690422,4.64976287970708,-0.213953126336492,0.434156193912713
0.371243158448201,2,2,001,1,2,20,2,1,1.66650353760087,1.66650353760087,4.08934662123647,-0.213332156290562,0.402255131532002
0.391767723031632,7,7,001,1,2,21,7,1,1.86454386825062,1.86454386825062,3.9895543491779,0.00653748721560987,0.422485049466559
0.444832216926692,9,9,001,1,2,22,9,1,2.10620637821012,2.10620637821012,4.59145894012235,0.236342634947505,0.467552093390623
0.286033907366446,4,2,001,1,2,23,4,0,1.95858561085333,0.275352578628372,1.59233339378063,0.0455668051308749,0.316766967775038
0.265319500955268,7,7,001,1,2,24,7,1,1.63518993177968,1.63518993177968,4.8973410879753,-0.209812695380606,0.283513685524667
0.238704101728656,9,9,001,1,2,25,9,1,1.7015950413479,1.7015950413479,4.56943230928175,-0.158389195694326,0.266753198318838
0.295920738387619,7,7,001,1,2,26,7,1,1.76839402730184,1.76839402730184,3.9895543491779,-0.0914262591868464,0.317107746326656
0.203587513789857,2,9,001,1,2,27,2,0,1.70728506222986,-0.0563402345323993,3.1901736951727,-0.157346207051887,0.236374703237743
0.420275902990354,2,2,001,1,2,28,2,1,1.81153850803457,1.81153850803457,3.44346183706549,-0.0534540253011073,0.450039644429125
0.30331030682691,7,7,001,1,2,29,7,1,1.78246349771507,1.78246349771507,2.33903318062979,-0.0923046406460344,0.334382763283429
0.265550290645664,2,2,001,1,2,30,2,1,2.01451585641007,2.01451585641007,3.46245844790635,0.139486365062112,0.284185844844615
0.233350818291281,4,9,001,1,2,31,4,0,1.89608001932902,0.146594606778308,4.344414113128,0.0362847994947515,0.250514587449288
0.299314532612839,4,4,001,1,2,32,4,1,1.69814438789581,1.69814438789581,3.19269170135324,-0.167117794719161,0.317247203061925
0.275223534445743,9,7,001,1,2,33,9,0,1.63648336336519,-0.0639780685523874,4.05731315438751,-0.204250127702835,0.299538568082426
0.299961306868816,2,2,001,1,2,34,2,1,1.75170544130378,1.75170544130378,3.24083132315662,-0.118281956230931,0.316066364021026
0.364993450114388,2,2,001,1,2,35,2,1,1.91802912868116,1.91802912868116,3.83605846675315,0.0529208423031378,0.384146534657702
0.392323887380943,9,4,001,1,2,36,9,0,1.79307159031305,0.212084443621279,2.71919547232597,-0.0814215851951303,0.419012853308232
0.495789590451146,4,7,001,1,2,37,4,0,1.6318830807395,0.148718550630292,6.00503729568408,-0.17797951684588,0.516835469890793
0.545978395274458,4,4,001,1,2,38,4,1,1.78735209035221,1.78735209035221,3.78194501624913,-0.0773546356922452,0.567709683453359
0.217103830180273,9,9,001,1,2,39,9,1,1.80979224304792,1.80979224304792,5.52208413257242,-0.0507417419266858,0.25119053779963
0.281241388002657,4,4,001,1,2,40,4,1,1.9937326586969,1.9937326586969,2.85788869276822,0.142949877768842,0.299847270754981
0.425158999536882,4,2,001,1,2,41,4,0,1.70453272710074,0.154728420850006,3.73507259254883,-0.165424467979392,0.450195693749265
0.256513297012087,7,7,001,1,2,42,7,1,1.70165746107523,1.70165746107523,3.15839901831155,-0.0832584698237042,0.283094920258009
0.504551062679151,2,2,001,1,2,43,2,1,1.72299009659764,1.72299009659764,4.56426192421898,-0.132101024353688,0.5338811915517
0.276090849206759,9,2,001,1,2,44,9,0,1.82634562514977,0.126054859832948,5.2742845175837,-0.0440504833368323,0.299709234683178
0.459614263609207,7,9,001,1,2,45,NaN,0,NaN,NaN,NaN,NaN,0.484278445717791
0.428557179630885,9,9,001,1,2,46,9,1,1.66303082744707,1.66303082744707,3.00003497270247,-0.18153270852963,0.450611298523654
0.47960992902662,4,7,001,1,2,47,4,0,1.41742345229795,-0.0785417032911937,3.77524895571073,-0.389146996463751,0.504034844410853
0.210936646792842,7,7,001,1,2,48,7,1,1.66103308601305,1.66103308601305,5.9053381313579,-0.188759368389583,0.233234989338598
0.280350910060521,7,9,001,1,2,49,7,0,1.93124374469517,0.231221621246732,3.18197789215881,0.0244987182231853,0.299977876551566
0.446619624692161,4,7,001,1,2,50,4,0,1.68191607472181,0.152000512791346,3.81542531899008,-0.183295322725826,0.470084438069534
0.230646878150393,2,2,001,1,2,51,2,1,1.91415253210835,1.91415253210835,4.14000425272623,0.0391592086507444,0.252559980795922
0.210706319118012,4,4,001,1,2,52,4,1,1.75764352685837,1.75764352685837,5.32203902686476,-0.0763067728166789,0.232721409294754
0.324997226794846,7,7,001,1,2,53,7,1,1.8879226125955,1.8879226125955,3.75966031577366,0.0330708989567938,0.352337126561906
0.406423697015117,9,9,001,1,2,54,9,1,1.92594334621572,1.92594334621572,3.58924728048626,0.0709683733675774,0.434048896750028
0.218277954584456,2,2,001,1,2,55,2,1,2.0040777998729,2.0040777998729,3.44346183706549,0.16407596283716,0.249990340742443
0.222982283172232,7,7,001,1,2,56,7,1,1.76303615131656,1.76303615131656,5.02113019401757,-0.089717684633797,0.249549216552623
0.2152254151209,2,7,001,1,2,57,2,0,1.98016491648013,0.213301930547459,1.99338729137602,0.0631212234602572,0.233137014067324
0.338302765463626,7,7,001,1,2,58,7,1,1.83422422944386,1.83422422944386,5.37481336115266,-0.0113840271060326,0.366891430363467
0.43394946610562,4,4,001,1,2,59,4,1,1.86140539838016,1.86140539838016,4.70600140186473,-0.00339258688654809,0.470808980993752
0.269309489135659,4,4,001,1,2,60,4,1,1.98807306545496,1.98807306545496,4.41137472143427,0.141915673320909,0.300018172831187
0.506693258096456,4,9,001,1,2,61,4,0,1.70817678294407,0.241572048762464,1.89365607348839,-0.186605182574567,0.533395265818399
0.351336183405697,4,4,001,1,2,62,4,1,1.83874218757956,1.83874218757956,3.99621895520097,-0.0312882716661989,0.384653558239734
0.416874512298488,2,9,001,1,2,63,NaN,0,NaN,NaN,NaN,NaN,0.433180786889352
0.301649360027246,7,7,001,1,2,64,7,1,2.01967778185644,2.01967778185644,3.97776491146098,0.143454631725035,0.338117120742027
0.415339100712497,2,2,001,1,2,65,2,1,2.0523890226832,2.0523890226832,2.74691945872507,0.262444647352822,0.435404353005652
0.533780986833813,4,4,001,1,2,66,4,1,2.1217307845036,2.1217307845036,3.65471986657736,0.271821391874255,0.550319703575951
0.356805150783431,4,4,001,1,2,67,4,1,1.96356443711193,1.96356443711193,5.24838235285215,0.103429464325018,0.383103967167699
0.27246744338866,9,9,001,1,2,68,9,1,1.66997011796047,1.66997011796047,5.46151089284771,-0.0739232158102823,0.300353344628093
0.348878552166885,2,2,001,1,2,69,2,1,1.74668788081544,1.74668788081544,4.15900086458587,-0.0683971364342142,0.367179825310814
0.355600992667315,7,7,001,1,2,70,7,1,1.8379853163533,1.8379853163533,6.08217972663216,0.0142018492060743,0.384245695111531
0.377666120335187,7,7,001,1,2,71,7,1,1.82140640578837,1.82140640578837,5.51039191131124,-0.0335341967056593,0.403521303871457
0.384006637433835,7,2,001,1,2,72,7,0,1.77165250305188,0.171665105515785,5.8876539719737,-0.0836535313956119,0.400012602463903
0.214850217158891,2,2,001,1,2,73,2,1,1.94513900085622,1.94513900085622,4.22865510830916,0.079976373759564,0.235170555566583
0.257546680159542,4,4,001,1,2,74,4,1,1.96357115315914,1.96357115315914,5.46265631471662,0.118097395321456,0.283271907841481
0.357579512866081,2,4,001,1,2,75,4,1,2.15469278868659,0.531689263532826,6.26618370160272,0.270439415551664,0.376996474846237
0.447789909716622,4,4,001,1,2,76,4,1,1.61692954632053,1.61692954632053,4.52520775630492,-0.237892932760587,0.46952740125198
0.472155767906937,4,4,001,1,2,77,4,1,1.90634725872769,1.90634725872769,5.18142174045725,0.106341648854141,0.500103032056359
0.471986049814376,9,9,001,1,2,78,9,1,1.6706455227104,1.6706455227104,4.22801953676461,-0.161130930908257,0.500481896104247
0.375972563378228,7,7,001,1,2,79,7,1,1.86173266104561,1.86173266104561,7.38491289218453,0.0466439104620804,0.400375664048624
0.534861657657537,2,2,001,1,2,80,2,1,1.87728410025557,1.87728410025557,4.58959074086661,0.097151675618079,0.565560943559831
0.316155799388957,4,9,001,1,2,81,4,0,1.91458740206144,0.249098560356288,3.50740653684946,0.0490640837488172,0.334511158294845
0.368510356821112,2,7,001,1,2,82,2,0,1.81110552055179,0.21211486336324,2.51896014299867,-0.0838174819473352,0.401009342811449
0.461930899769363,7,9,001,1,2,83,7,0,1.60787381022601,0.0920037127907563,6.64807284902221,-0.252018199693339,0.484129902564746
0.50024383145383,2,9,001,1,2,84,2,0,1.54079119615199,0.0615110710077715,3.89304830108107,-0.329223460630601,0.520719874855786
0.345061019296519,9,9,001,1,2,85,9,1,1.60339695668517,1.60339695668517,4.5363923631017,-0.233223842675216,0.366607381092763
0.497039579993563,7,2,001,1,2,86,7,0,1.53809052124961,0.0555719168114592,6.1706005252461,-0.317170476178944,0.517481395561845
0.355599829612748,2,4,001,1,2,87,2,0,1.84835779266905,0.23340957297296,1.6387839335668,-0.0766767949698988,0.385051780303911
0.450511479500224,9,7,001,1,2,88,9,0,1.31653475495114,-0.216941656515701,3.12668808299765,-0.418189788366362,0.466523588533164
0.202956927252587,7,7,001,1,2,89,7,1,1.66800335091466,1.66800335091466,6.30028436439164,-0.18215769593553,0.234089507519457
0.208820498284762,9,9,001,1,2,90,9,1,1.64956271663868,1.64956271663868,5.90204355285282,-0.150427485834371,0.232534704755381
0.529157672739731,9,2,001,1,2,91,2,1,1.91648774896385,0.466730970181743,4.17799747647332,0.19158797608543,0.550243221217897
0.235748281880918,9,9,001,1,2,92,9,1,1.81191895232951,1.81191895232951,3.73792702656141,-0.0430947365548491,0.266585297151323
0.431688726653898,2,2,001,1,2,93,2,1,2.00844728160337,2.00844728160337,3.57010590986228,0.178393079155285,0.44923569412822
0.299140560337392,9,4,001,1,2,94,4,1,2.19306550636611,0.511614201832344,2.25524329781845,0.278060943404853,0.318548695466234
0.270294820321406,2,2,001,1,2,95,2,1,1.95688630048971,1.95688630048971,3.69041778016235,0.121810586941137,0.300197135724375
0.335916963740166,4,2,001,1,2,96,4,0,1.55826039772728,-0.0746980485128006,5.67023421847211,-0.266478545587233,0.367041553759918
0.524065558777975,7,7,001,1,2,97,7,1,1.96516289022838,1.96516289022838,5.41607639799565,0.0900931026008038,0.554859515688804
0.399595973412752,4,4,001,1,2,98,4,1,1.93680315978236,1.93680315978236,5.24838235285215,0.12638550068732,0.417324200563598
0.520850114185259,2,2,001,1,2,99,3,0,1.693192585406,1.693192585406,4.63705259049003,0.0182503236555931,0.5500565925704
0.445792484286904,9,4,001,1,2,100,9,0,1.81128156632985,0.281919485662002,2.12998320986918,-0.0738294854781998,0.470637919332148
0.37542575809048,7,2,001,1,2,101,7,0,1.73237726326079,0.132454655822585,5.5870232664249,-0.138252721675599,0.400077392561798
0.377130391729424,7,7,001,1,2,102,7,1,1.59869158768015,1.59869158768015,5.14491930133254,-0.266374249333239,0.400579120758266
0.27658727521528,4,4,001,1,2,103,4,1,1.71406876522815,1.71406876522815,5.64344997264926,-0.150961121180444,0.2958152723495
0.201632232957267,2,2,001,1,2,104,2,1,1.93176049313297,1.93176049313297,5.10249928863542,0.0519399893582886,0.232939088222338
0.346242685400951,9,9,001,1,2,105,9,1,2.05423955783226,2.05423955783226,4.33264603046799,0.218572614885488,0.366541405810494
